position,outer_season,specification,method,inner_mean_mae,inner_mean_spearman,alpha,selected
QB,2018,SELECTED_MAIN,ridge,3.2276266152797852,0.5843062131994021,0.1,False
QB,2018,SELECTED_MAIN,ridge,3.2305934425238343,0.5822685485311571,0.01,False
QB,2018,SELECTED_MAIN,ols,3.2309419521228486,0.5808079657702647,,False
QB,2018,SELECTED_MAIN,ridge,3.482587120656594,0.6037307738633515,1000.0,False
QB,2019,SELECTED_MAIN,ridge,3.307528024111787,0.6340023241631151,10.0,True
QB,2019,SELECTED_MAIN,ridge,3.3203985583178266,0.6255896123727942,1.0,False
QB,2019,SELECTED_MAIN,ridge,3.331305037596323,0.6223447922673929,0.1,False
QB,2019,SELECTED_MAIN,ridge,3.3328810441209207,0.6207081971178645,0.01,False
QB,2019,SELECTED_MAIN,ols,3.33306341780172,0.6192476143569722,,False
QB,2019,SELECTED_MAIN,ridge,3.335560253207185,0.6327611062355893,100.0,False
QB,2019,SELECTED_MAIN,ridge,3.6755138982555104,0.6295055383145864,1000.0,False
QB,2020,SELECTED_MAIN,ridge,3.1866504392940387,0.633629902467164,10.0,True
QB,2020,SELECTED_MAIN,ridge,3.197562321320761,0.6393291081711137,1.0,False
QB,2020,SELECTED_MAIN,ridge,3.2139265427877333,0.6356660298533364,0.1,False
QB,2020,SELECTED_MAIN,ridge,3.216496583033569,0.634579472900905,0.01,False
QB,2020,SELECTED_MAIN,ols,3.216796388118703,0.6336078129818767,,False
QB,2020,SELECTED_MAIN,ridge,3.25992089008304,0.6168520153264986,100.0,False
QB,2020,SELECTED_MAIN,ridge,3.5672125327852084,0.6082660425162673,1000.0,False
QB,2021,SELECTED_MAIN,ridge,3.0862245310049987,0.6751655288634716,10.0,True
QB,2021,SELECTED_MAIN,ridge,3.093769908776541,0.6871594305834794,1.0,False
QB,2021,SELECTED_MAIN,ridge,3.1087116140632487,0.6873265159101072,0.1,False
QB,2021,SELECTED_MAIN,ridge,3.1111449798865407,0.6871118218728826,0.01,False
QB,2021,SELECTED_MAIN,ols,3.1114298776162808,0.6871118218728826,,False
QB,2021,SELECTED_MAIN,ridge,3.1697875565905465,0.6631471649653014,100.0,False
QB,2021,SELECTED_MAIN,ridge,3.5419462091901246,0.651499805657151,1000.0,False
QB,2022,SELECTED_MAIN,ridge,3.084634443676082,0.6966531356142364,10.0,True
QB,2022,SELECTED_MAIN,ridge,3.088726414472897,0.7103917317105173,1.0,False
QB,2022,SELECTED_MAIN,ridge,3.0955317261253854,0.7117222245163422,0.1,False
QB,2022,SELECTED_MAIN,ridge,3.0968177529818472,0.7122411733180235,0.01,False
QB,2022,SELECTED_MAIN,ols,3.09696855800247,0.7122411733180235,,False
QB,2022,SELECTED_MAIN,ridge,3.1544947315551433,0.6838048382545535,100.0,False
QB,2022,SELECTED_MAIN,ridge,3.5579529339874485,0.6730589009004568,1000.0,False
QB,2023,SELECTED_MAIN,ridge,3.150340770368045,0.6832784536478942,10.0,True
QB,2023,SELECTED_MAIN,ridge,3.167566053873478,0.6922378085290568,1.0,False
QB,2023,SELECTED_MAIN,ridge,3.178408434435843,0.6951384424447553,0.1,False
QB,2023,SELECTED_MAIN,ridge,3.180138121464494,0.6963999806790339,0.01,False
QB,2023,SELECTED_MAIN,ols,3.1803389406752802,0.6963999806790339,,False
QB,2023,SELECTED_MAIN,ridge,3.1901373871872507,0.6752224764778567,100.0,False
QB,2023,SELECTED_MAIN,ridge,3.6113593366979644,0.671194585043222,1000.0,False
QB,2024,SELECTED_MAIN,ridge,3.1460511777107754,0.704467285455921,10.0,True
QB,2024,SELECTED_MAIN,ridge,3.1548543938305533,0.6941149565468073,100.0,False
QB,2024,SELECTED_MAIN,ridge,3.1753146742806018,0.709408109847965,1.0,False
QB,2024,SELECTED_MAIN,ridge,3.1895681840306658,0.7104223535800596,0.1,False
QB,2024,SELECTED_MAIN,ridge,3.1916642216259064,0.7116838918143382,0.01,False
QB,2024,SELECTED_MAIN,ols,3.1919058105903555,0.7116838918143382,,False
QB,2024,SELECTED_MAIN,ridge,3.530337020840149,0.6849011364897116,1000.0,False
QB,2025,SELECTED_MAIN,ridge,3.1955735529574305,0.7312081403602506,10.0,True
QB,2025,SELECTED_MAIN,ridge,3.2007738539699204,0.7202946250315375,100.0,False
QB,2025,SELECTED_MAIN,ridge,3.224355121650158,0.7337090141420293,1.0,False
QB,2025,SELECTED_MAIN,ridge,3.235437679319103,0.7370410666043814,0.1,False
QB,2025,SELECTED_MAIN,ridge,3.2369012386176292,0.73830260483866,0.01,False
QB,2025,SELECTED_MAIN,ols,3.237067719639872,0.73830260483866,,False
QB,2025,SELECTED_MAIN,ridge,3.568314031301898,0.709860496555091,1000.0,False
RB,2021,SELECTED_MAIN,ols,2.5202418426251603,0.7235687098477032,,True
RB,2021,SELECTED_MAIN,ridge,2.5202457517175794,0.7235687098477032,0.01,False
RB,2021,SELECTED_MAIN,ridge,2.520280414466442,0.7233158107796142,0.1,False
RB,2021,SELECTED_MAIN,ridge,2.5206339994090694,0.7232440104808205,1.0,False
RB,2021,SELECTED_MAIN,ridge,2.5223490994262443,0.7205437416675364,10.0,False
RB,2021,SELECTED_MAIN,ridge,2.5300198686811037,0.719995997910962,100.0,False
RB,2021,SELECTED_MAIN,ridge,2.6539019182328123,0.7169013323796567,1000.0,False
RB,2022,SELECTED_MAIN,ols,2.4207043697094552,0.7384386019999601,,True
RB,2022,SELECTED_MAIN,ridge,2.4207138380791173,0.7384386019999601,0.01,False
RB,2022,SELECTED_MAIN,ridge,2.420798279903045,0.738240379610445,0.1,False
RB,2022,SELECTED_MAIN,ridge,2.4215730203166683,0.7388278137310718,1.0,False
RB,2022,SELECTED_MAIN,ridge,2.4263611722222787,0.7391238286690786,10.0,False
RB,2022,SELECTED_MAIN,ridge,2.4448533186600097,0.7368741546890083,100.0,False
RB,2022,SELECTED_MAIN,ridge,2.561027028522106,0.7314659482694983,1000.0,False
RB,2023,SELECTED_MAIN,ols,2.4201804347388958,0.7713698665824078,,True
RB,2023,SELECTED_MAIN,ridge,2.4201842601717636,0.7713698665824078,0.01,False
RB,2023,SELECTED_MAIN,ridge,2.4202184801548356,0.7711716441928927,0.1,False
RB,2023,SELECTED_MAIN,ridge,2.4205413184146813,0.7715923350856351,1.0,False
RB,2023,SELECTED_MAIN,ridge,2.4231661542994836,0.7697551409292059,10.0,False
RB,2023,SELECTED_MAIN,ridge,2.437630908567846,0.7667446940113168,100.0,False
RB,2023,SELECTED_MAIN,ridge,2.54821643008895,0.7580976978150434,1000.0,False
RB,2024,SELECTED_MAIN,ols,2.394335660772657,0.7775732982579004,,True
RB,2024,SELECTED_MAIN,ridge,2.3943392901097353,0.7775732982579004,0.01,False
RB,2024,SELECTED_MAIN,ridge,2.39437172141581,0.7773750758683854,0.1,False
RB,2024,SELECTED_MAIN,ridge,2.394674292419735,0.7780997995239031,1.0,False
RB,2024,SELECTED_MAIN,ridge,2.397267125697449,0.7783277467950087,10.0,False
RB,2024,SELECTED_MAIN,ridge,2.4081175349344406,0.7767599785319144,100.0,False
RB,2024,SELECTED_MAIN,ridge,2.5063902561393356,0.7705622450929603,1000.0,False
RB,2025,SELECTED_MAIN,ols,2.436767440969356,0.7753623190553613,,True
RB,2025,SELECTED_MAIN,ridge,2.436775387622556,0.7753623190553613,0.01,False
RB,2025,SELECTED_MAIN,ridge,2.436846418560264,0.7751502462953115,0.1,False
RB,2025,SELECTED_MAIN,ridge,2.4375114522362185,0.7758957455066313,1.0,False
RB,2025,SELECTED_MAIN,ridge,2.442137766123371,0.7774243288528646,10.0,False
RB,2025,SELECTED_MAIN,ridge,2.4576616607508486,0.7755862691543493,100.0,False
RB,2025,SELECTED_MAIN,ridge,2.560303439279941,0.7693295445991835,1000.0,False
WR,2019,SELECTED_MAIN,ols,1.903420989871212,0.7452206174781678,,True
WR,2019,SELECTED_MAIN,ridge,1.9034500498817373,0.7452206174781678,0.01,False
WR,2019,SELECTED_MAIN,ridge,1.9036878111273954,0.745275246212823,0.1,False
WR,2019,SELECTED_MAIN,ridge,1.9048878121589916,0.7455026710012821,1.0,False
WR,2019,SELECTED_MAIN,ridge,1.9052660440868645,0.745094877173241,10.0,False
WR,2019,SELECTED_MAIN,ridge,1.9077924265707442,0.7456504683456475,100.0,False
WR,2019,SELECTED_MAIN,ridge,1.9886353566187434,0.7418394275534288,1000.0,False
WR,2020,SELECTED_MAIN,ols,1.8820343921416893,0.7495397997898969,,True
WR,2020,SELECTED_MAIN,ridge,1.8820421884971286,0.7494951104281677,0.01,False
WR,2020,SELECTED_MAIN,ridge,1.882202716371585,0.7497055356012586,0.1,False
WR,2020,SELECTED_MAIN,ridge,1.8838169158979199,0.7503548783380701,1.0,False
WR,2020,SELECTED_MAIN,ridge,1.8864142079517356,0.7499247716860336,10.0,False
WR,2020,SELECTED_MAIN,ridge,1.8896231763425333,0.7503066670325909,100.0,False
WR,2020,SELECTED_MAIN,ridge,1.949487301292444,0.7455670306926845,1000.0,False
WR,2021,SELECTED_MAIN,ridge,1.7805007788913858,0.7702147197953564,0.01,True
WR,2021,SELECTED_MAIN,ols,1.7805050674757346,0.7702342123066919,,False
WR,2021,SELECTED_MAIN,ridge,1.7805586599356567,0.7702814852438971,0.1,False
WR,2021,SELECTED_MAIN,ridge,1.78150182630832,0.7707309682841038,1.0,False
WR,2021,SELECTED_MAIN,ridge,1.7830846439767725,0.770281338862614,10.0,False
WR,2021,SELECTED_MAIN,ridge,1.7848150749714171,0.7703186857206908,100.0,False
WR,2021,SELECTED_MAIN,ridge,1.839460704723048,0.7658776624624186,1000.0,False
WR,2022,SELECTED_MAIN,ols,1.7774495191614572,0.7741565199255758,,True
WR,2022,SELECTED_MAIN,ridge,1.7774772039694604,0.7740425617466061,0.01,False
WR,2022,SELECTED_MAIN,ridge,1.7778121387566923,0.7740459218048276,0.1,False
WR,2022,SELECTED_MAIN,ridge,1.7807474619325998,0.7739605390776501,1.0,False
WR,2022,SELECTED_MAIN,ridge,1.7881821037034669,0.7732563726315674,10.0,False
WR,2022,SELECTED_MAIN,ridge,1.7910408558946362,0.773295293016937,100.0,False
WR,2022,SELECTED_MAIN,ridge,1.8334084957558705,0.7720978603668714,1000.0,False
WR,2023,SELECTED_MAIN,ridge,1.7387219500445685,0.7815207393377355,0.01,True
WR,2023,SELECTED_MAIN,ols,1.7387266049382866,0.7816738178810017,,False
WR,2023,SELECTED_MAIN,ridge,1.73878139654389,0.7815702616722037,0.1,False
WR,2023,SELECTED_MAIN,ridge,1.7399383979215657,0.78181778008155,1.0,False
WR,2023,SELECTED_MAIN,ridge,1.7498589481071114,0.7812742925069115,10.0,False
WR,2023,SELECTED_MAIN,ridge,1.7562785289148555,0.7808601021063788,100.0,False
WR,2023,SELECTED_MAIN,ridge,1.7936898050861736,0.779431795115896,1000.0,False
WR,2024,SELECTED_MAIN,ridge,1.752225231102369,0.7825420824262649,1.0,True
WR,2024,SELECTED_MAIN,ridge,1.7526640550690609,0.7826596919280109,0.1,False
WR,2024,SELECTED_MAIN,ridge,1.7528323932269132,0.7825135113282742,0.01,False
WR,2024,SELECTED_MAIN,ols,1.752863509597488,0.7825819141387893,,False
WR,2024,SELECTED_MAIN,ridge,1.7584859514542743,0.7818778727427775,10.0,False
WR,2024,SELECTED_MAIN,ridge,1.7603754387499344,0.781596391867964,100.0,False
WR,2024,SELECTED_MAIN,ridge,1.78928362570481,0.7815593396089304,1000.0,False
WR,2025,SELECTED_MAIN,ridge,1.7656554105929119,0.784297089004359,1.0,True
WR,2025,SELECTED_MAIN,ridge,1.7669251764679932,0.7838822183007385,0.1,False
WR,2025,SELECTED_MAIN,ridge,1.7671025664107778,0.7837997883465568,0.01,False
WR,2025,SELECTED_MAIN,ols,1.7671227866534056,0.7838235017953428,,False
WR,2025,SELECTED_MAIN,ridge,1.7697479053219691,0.7839773243318742,10.0,False
WR,2025,SELECTED_MAIN,ridge,1.7711913135783484,0.7844900485528268,100.0,False
WR,2025,SELECTED_MAIN,ridge,1.800719812948812,0.7834049810753473,1000.0,False
WR,2019,SELECTED_WR_PARTICIPATION_FALLBACK,ols,1.9028055503363182,0.7462652002293801,,True
WR,2019,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.9028335883289955,0.7462652002293801,0.01,False
WR,2019,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.9030628420367002,0.7463543774207875,0.1,False
WR,2019,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.9042172514213327,0.7461733175147064,1.0,False
WR,2019,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.904517491084139,0.7457980398812556,10.0,False
WR,2019,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.9069184845264295,0.7458801139699412,100.0,False
WR,2019,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.989155844634599,0.7417696532192039,1000.0,False
WR,2020,SELECTED_WR_PARTICIPATION_FALLBACK,ols,1.8816247416959464,0.7502218322262363,,True
WR,2020,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.8816313787917054,0.7502293853577962,0.01,False
WR,2020,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.8816827607876525,0.7504926123889087,0.1,False
WR,2020,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.8830987789882367,0.7508121488849284,1.0,False
WR,2020,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.88586436546361,0.7506285638216781,10.0,False
WR,2020,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.889287438262206,0.7504903644398956,100.0,False
WR,2020,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.9526990690744035,0.744643752492196,1000.0,False
WR,2021,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7816603314548953,0.7709569759798036,0.1,True
WR,2021,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.781750241353659,0.7707066250211978,0.01,False
WR,2021,SELECTED_WR_PARTICIPATION_FALLBACK,ols,1.7817617320367058,0.7706990718896379,,False
WR,2021,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7824788967262641,0.7712554304320121,1.0,False
WR,2021,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7840930053790713,0.7709935299483899,10.0,False
WR,2021,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7861763357722116,0.7706403658801515,100.0,False
WR,2021,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.8456683278632533,0.7655747067216228,1000.0,False
WR,2022,SELECTED_WR_PARTICIPATION_FALLBACK,ols,1.7812239370202971,0.7740327184500237,,True
WR,2022,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7812445763184108,0.7740612639521689,0.01,False
WR,2022,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7814331554901064,0.774253894954156,0.1,False
WR,2022,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7844521153785564,0.7742628319701966,1.0,False
WR,2022,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7915163004867796,0.7741675538968503,10.0,False
WR,2022,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.795493939782802,0.7732841566344087,100.0,False
WR,2022,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.8445946416946881,0.770806076503294,1000.0,False
WR,2023,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7457328047635674,0.7820210673267389,0.1,True
WR,2023,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7458097498056286,0.7815122481193361,0.01,False
WR,2023,SELECTED_WR_PARTICIPATION_FALLBACK,ols,1.7458202357683466,0.78147225275447,,False
WR,2023,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7469778944493755,0.7822770315088963,1.0,False
WR,2023,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7560661324076476,0.7820218361508074,10.0,False
WR,2023,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7635189643823854,0.7802311502145327,100.0,False
WR,2023,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.8083060875302799,0.7775159937340268,1000.0,False
WR,2024,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7578437359256482,0.7820858418478943,1.0,True
WR,2024,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7581570056020221,0.7819120041970888,0.1,False
WR,2024,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7584648668597247,0.7813757616259113,0.01,False
WR,2024,SELECTED_WR_PARTICIPATION_FALLBACK,ols,1.75850212584478,0.7813327056923914,,False
WR,2024,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.764067835278734,0.7816355804147666,10.0,False
WR,2024,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7680111490412194,0.7804409191924195,100.0,False
WR,2024,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.8042899796645482,0.7800560962504958,1000.0,False
WR,2025,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7689541765208854,0.7855156001806408,1.0,True
WR,2025,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7700070246053083,0.7851552977824545,0.1,False
WR,2025,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7702187478774758,0.7846786149200592,0.01,False
WR,2025,SELECTED_WR_PARTICIPATION_FALLBACK,ols,1.7702444521865774,0.7846630626408034,,False
WR,2025,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.772577693065007,0.7854147353509989,10.0,False
WR,2025,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.7760736798188463,0.7847925223386649,100.0,False
WR,2025,SELECTED_WR_PARTICIPATION_FALLBACK,ridge,1.8125593366868777,0.782940282681258,1000.0,False
